params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""discount_factor"": 0.0}",1.436291103000002,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""discount_factor"": 0.1}",1.4340003659999923,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""discount_factor"": 0.2}",0.8668508450000019,100,5.368941176470589,5.733333333333333,4.9411764705882355,5.733333333333333,0.3948089459551649
"{""discount_factor"": 0.3}",0.8708760489999889,100,5.2976470588235305,4.9411764705882355,4.9411764705882355,5.733333333333333,0.3940930633245827
"{""discount_factor"": 0.4}",0.8574066000000045,100,5.368941176470589,5.733333333333333,4.9411764705882355,5.733333333333333,0.3948089459551649
"{""discount_factor"": 0.5}",0.8538970090000078,100,5.305568627450981,4.9411764705882355,4.9411764705882355,5.733333333333333,0.3948089459551649
"{""discount_factor"": 0.6}",0.994659263999992,100,5.345176470588237,5.733333333333333,4.9411764705882355,5.733333333333333,0.39599920776312114
"{""discount_factor"": 0.7}",0.8761098669999967,100,5.329333333333335,4.9411764705882355,4.9411764705882355,5.733333333333333,0.3959992077631211
"{""discount_factor"": 0.8}",0.963406637999995,100,5.289725490196079,4.9411764705882355,4.9411764705882355,5.733333333333333,0.39321632572394555
"{""discount_factor"": 0.9}",0.9567479610000049,100,5.337254901960785,5.337254901960785,4.9411764705882355,5.733333333333333,0.3960784313725489
